Id,body,Score
65153572,"    var colors = [""#2D2D2D""]; // dont know why you have an array of color but
    // i could get this to be much simpler without using array but i fallowed your example to make simpler for you
    var colorIndex = 0;
    function changeColor() {
        var col = document.getElementById(""body"");          
        if( colorIndex >= colors.length ) {
            colorIndex = 0;
        }
        
        
        if (colors[colorIndex] == col.getAttribute(""currentColor"")){
            col.style.backgroundColor = null; // take the css color
            col.setAttribute(""currentColor"",col.style.backgroundColor);
          }
            else {
            col.style.backgroundColor = colors[colorIndex];
            col.setAttribute(""currentColor"",colors[colorIndex]);
          }
        
        colorIndex++;   
    } ",0
65098905,"handleSubmit(event) {
  var requestOptions = {}

  const params = new URLSearchParams({
    'name': this.state.name,
    'birth': this.state.birth,
    'oscars': this.state.oscars
  });

  if (this.state.movies.length > 0) {
    params.append(""movies"", this.state.movies)
  }

  requestOptions.method = ""POST"";
  requestOptions.body = params;
}
",0
65083226,"let money = 0;
let running = false;

// when clicking the button
function onClickButton(time, val) {
  if(running) {
    console.log(""Already Growing!"");
  } else {
    running = true;
    start(time, val);
  }
}

// timer function
function start(time, val) {
  let bar = document.getElementById('progressBar1');
  bar.value = time;
  time++;
  let sim = setTimeout(() => start(time), 30);
  if (time == 100) {
    bar.value = 0;
    let id = val;
    money++;
    document.getElementById(""moneyValue"").innerHTML = money;
    clearTimeout(sim);
    running = false;
  }
}",0
65107368,"<div *ngFor=""let form of myForm.controls;"">
    <ng-container [formGroup]=""form"">
      <div>
        <label>Name</label
        ><input type=""text"" required formControlName=""firstName"" />
      </div>
      <span class=""text-danger"" *ngIf=""isInValidFormControl(form,'firstName')"">
        Name is required
      </span>
      <div>
        <label>Value</label><input type=""text"" formControlName=""value"" />
      </div>
    </ng-container>
</div>
",0
65105645,"const email = document.getElementById('email');
const label =  document.getElementById('lblemail');

email.addEventListener('input', function(e) {
  if (!e.target.value.trim()) {
    email.style.border = 'solid 1px red';
    label.style.visibility = 'visible';
  } else {
    email.style.border = 'solid 1px black';
    label.style.visibility = 'hidden';
  }
})
",0
65131138,"export default function App() {
  const titleArray = []

  const recursive = (children) => {
    children.map((newChild) => {
      newChild.title && titleArray.push(newChild.title)
      if(newChild.children) {
        recursive(newChild.children)
      }
    })
  }
  recursive(parent.children)
  return (
    <div className=""App"">
      {titleArray.map((title, index) => (
         <div key={index}>{title}</div>
      ))}
    </div>
  );
}
",0
65132628,"import { Component } from '@angular/core';
import { products } from './products';
import { GridDataResult, PageChangeEvent, SelectAllCheckboxState } from '@progress/kendo-angular-grid';

@Component({
    selector: 'my-app',
    template: `
        {{isBoxEnabled}}
        <kendo-grid
            [data]=""gridView""
            [pageSize]=""pageSize""
            [skip]=""skip""
            [pageable]=""true""
            (pageChange)=""pageChange($event)""
            [height]=""500""
            [selectable]=""{enabled: true, checkboxOnly: true }""
            (selectionChange)=""selectionChange($event)""
            kendoGridSelectBy=""ProductID"">
            <kendo-grid-checkbox-column [width]=""80"">
                <ng-template kendoGridHeaderTemplate>
                    <input class=""k-checkbox"" id=""selectAllCheckboxId"" kendoGridSelectAllCheckbox >
                    <label class=""k-checkbox-label"" for=""selectAllCheckboxId"">Text</label>
                </ng-template>
            </kendo-grid-checkbox-column>
            <kendo-grid-column field=""ProductName"" title=""Product Name"" [width]=""300""></kendo-grid-column>
            <kendo-grid-column field=""UnitsInStock"" title=""Units In Stock""></kendo-grid-column>
            <kendo-grid-column field=""UnitsOnOrder"" title=""Units On Order""></kendo-grid-column>
            <kendo-grid-column field=""ReorderLevel"" title=""Reorder Level""></kendo-grid-column>
        </kendo-grid>
    `
})
export class AppComponent {
    public gridView: GridDataResult;
    public items: any[] = products;
    public mySelection: number[] = [];
    public selectAllState: SelectAllCheckboxState = 'unchecked';
    public pageSize = 10;
    public skip = 0;

    public isBoxEnabled = false;

    constructor() {
        this.loadItems();
    }


    public pageChange(event: PageChangeEvent): void {
        this.skip = event.skip;
        this.loadItems();
    }

    private loadItems(): void {
        this.gridView = {
            data: this.items.slice(this.skip, this.skip + this.pageSize),
            total: this.items.length
        };
    }
    
    public selectionChange(e) {
      const selectedRowIndices = e.selectedRows.map(row => row.index)
      const deselectedRowIndices = e.deselectedRows.map(row => row.index)
      this.mySelection = this.mySelection.concat(selectedRowIndices)
      this.mySelection = this.mySelection.filter(selection => !deselectedRowIndices.includes(selection))
      this.isBoxEnabled = this.mySelection.length > 0
    }
}
",0
65106132,"const hamburger = document.querySelector("".hamburger"");
const navbar = document.querySelector("".nav__list"");

hamburger.addEventListener(""click"", ()=> {
    navbar.classList.toggle(""open"");
});


const hamburgerBtn = document.querySelector('.hamburger');
let hamburgerOpen = false;

hamburgerBtn.addEventListener('click', () => {
    if (!hamburgerOpen) {
        hamburgerBtn.classList.add('open');
        hamburgerOpen = true;
    } else {
        hamburgerBtn.classList.remove('open');
        hamburgerOpen = false;
    }
});
:root {
    --fw-normal: 400;
    --fw-dark: 600;
    --fw-bold: 700;

    /***Colors***/
    --clr-primary: #333;
    --clr-text: #fafafa;
    --clr-blue: #22a7ff;
    --clr-purple: #871e5f;
    --clr-green: #19a356;
    --clr-yellow: #ffff2e;
    --clr-red: #cd1a21; 
    --clr-orange: #ff4500;

    /*** Font and Typography ***/
    --ff-body: Georgia, ""Times New Roman"", Times, serif;
    --ff-header: Verdana, Arial, Helvetica, sans-serif;
    --fs-header: 4.5rem;
    --fs-header1: 2.5rem;
    --fs-header2: 1.5rem;
    --fs-header3: 1.2rem;
    --fs-lg-para: 1.1rem;
    --fs-md-para: 1rem;
    --fs--sm-para: .938rem;

    /*** z index ***/
    --z-index: 99;
}





/***************************************************
2. #Global Styles
***************************************************/

*, ::before, ::after {
    box-sizing: border-box;
}

html {
    scroll-behavior: smooth;
}

body {
    margin: 0;
    padding: 0;
    font-family: var(--ff-body);
    background: var(--clr-text);
    color: var(--clr-primary);
    font-size: var(--fs-para);
    line-height: 1.6;
}

a {
    text-decoration: none;
    cursor: pointer;
    letter-spacing: 2px;
    padding:  1.25em;
    display: inline-block;
    width: 100%;
    text-align: center;
    transition:all .5s;
}

h1, h2, h3, h4, h5, h6 {
    font-family: var(--ff-header);
    margin: 0;
}

p {
    margin: 0;
}

ul {
    margin: 0;
    padding: 0;
    list-style: none;
}

/* img {
    max-width: 100%;
    width: 100%;
    height: auto;
} */





/************************************************
3. #Typography
************************************************/

    /* Navigation Bar & Hero Section*/
.bg-hero {
    position: relative;
    width: 100%;
    min-height: 100vh;
    display: flex;
    justify-content: space-between;
    align-items: center;
    background: var(--clr-blue);
    transition: .5s;
}

.navbar {
    position: absolute;
    top: 0;
    left: 0;
    width: 100%;
    padding-right: 2.5em;
    display: flex;
    justify-content: space-between;
    align-items: center;
}

.nav__list {
        right: -100%;
        opacity: 0;
    }
.open{
  
        right: 0;
  opacity:1;
}

@media screen and (max-width: 48em) {
    .nav__list {
        position: fixed;
        top: 0;
        right: -100%;
        width: 80%;
        height: 80%;
        background: rgba(255,255,255, 0.3);
        backdrop-filter: blur(10px);
        z-index: var(--z-index);
        flex-direction: column;
        align-items: center;
        justify-content: center;
        transition: .2s;
        opacity: 0;
    }
}

html .open {
    right: 0;
  opacity:1;
}

.nav__link {
    color: var(--clr-text);
    font-weight: var(--fw-normal);
    font-size: var(--fs-lg-para);
}

.nav__link:hover {
    color: var(--clr-purple);
}

.shopping-cart {
    margin-right: 2em;
    color: var(--clr-text);
}

.social__media {
    display: flex;
    justify-content: center;
    align-items: center;
    padding-left: 3em;
    margin-top: 3em;
}

.sm__link {
    background: var(--clr-text);
    width: 2.7em;
    height: 2.7em;
    margin: 1em .625em;
    border-radius: 50%;
    display: flex;
    justify-content: center;
    align-items: center;
}

.sm__link i {
    transition: .1s linear;
}

.sm__link:hover i {
    transform: scale(1.5);
}

.sm__facebook {
    font-size: 1.5rem;
    color: #4267b2;
}

.sm__twitter {
    font-size: 1.5rem;
    color: #1da1f2;
}

.sm__instagram {
    font-size: 1.5rem;
    color: #000;
}

.social__contact {
    display: none;
}





/*****************************************************
4. #Components
*****************************************************/

/*4.1 Cart Basket*/
.cart-item {
    background: linear-gradient(-270deg, #ff7800 8.6%, #ff5000 99.58%, #ff5000 100%);
    border-radius: 50%;
    padding: 1px 3px 2px;
}
 /*4.2 Buttons*/
 .btn-main {
    display: inline-block;
    width: 18em;
    max-width: 100%;
    height: 3em;
    padding: .5em 1.25em;
    border-radius: 1.563em;
    margin-top: 2.5em;
    background: linear-gradient(-270deg, #ff7800 8.6%, #ff5000 99.58%, #ff5000 100%);
    color: var(--clr-text);
    font-weight: 600;
    font-size: .88rem;
}

.fa-angle-right {
    color: #ff7800;
    background: var(--clr-text);
    border-radius: 50%;
    padding: .438em;
    margin-right: -.938em;
}

.btn-main:focus,
.fa-arrow-right:focus {
    color: var(--clr-primary);
    opacity: 0.1;
}

.btn-main:hover,
.fa-arrow-right:hover {
    color: var(--clr-primary);
}

/*4.3 Hamburger*/
.hamburger {
    position: absolute;
    cursor: pointer;
    right: 2%;
    top: 50%;
    transform: translate(-5%,-50%);
    z-index: var(--z-index);
}

.hamburger-btn {
    width: 20px;
    height: 3px;
    background: var(--clr-text);
    margin: .625em;
    transition: all .5s ease-in-out;
}

.hamburger-btn::before,
.hamburger-btn::after {
    content: '';
    position: absolute;
    width:20px;
    height: 3px;
    background: var(--clr-text);
    border-radius: 5px;
    transition: all .5s ease-in-out;
}

.hamburger-btn::before {
    transform: translateY(-7px);
}

.hamburger-btn::after {
    transform: translateY(7px);
}

.hamburger.open .hamburger-btn {
    transform: translateX(-50px);
    background: transparent;
}

.hamburger.open .hamburger-btn::before {
    transform: rotate(45deg) translate(35px, -35px);
}

.hamburger.open .hamburger-btn::after {
    transform: rotate(-45deg) translate(35px, 35px);
}
<section class=""bg-hero"">
         <nav class=""navbar"">
            <a href=""#"" class=""company-brand""><img src=""#"" alt=""#"" class=""#""><span>X&L Limited</span></a>
            <ul class=""nav__list"">
               <li class=""nav__list-item""><a href="""" class=""nav__link""></a></li>
               <li class=""nav__list-item""><a href="""" class=""nav__link"">Products</a></li>
               <li class=""nav__list-item""><a href="""" class=""nav__link"">Our Story</a></li>
               <li class=""nav__list-item""><a href="""" class=""nav__link"">Blog</a></li>
               <li class=""nav__list-item""><a href="""" class=""nav__link"">Contact Us</a></li>
               <div class=""social__media"">
                  <a href=""#"" class=""sm__link""><i class=""fab fa-facebook-f sm__facebook""></i></a>
                  <a href=""#"" class=""sm__link""><i class=""fab fa-twitter sm__twitter""></i></a>
                  <a href=""#"" class=""sm__link""><i class=""fab fa-instagram sm__instagram""></i></a>
               </div>
            </ul>
            <div>
               <i class=""fas fa-shopping-cart fa-lg shopping-cart"">&nbsp;<span class=""cart-item"">0</span></i>
            </div>
            <div class=""hamburger"">
               <div class=""hamburger-btn""></div>
            </div>
         </nav>
         <div class=""hero"">
            <div class=""contentBox"">
               <h1 class=""hero-title"">Do you like <br><span>Smooth Skin?</span></h1>
               <p class=""hero-para"">Naturally, the skin is supposed to be smooth and soft, however, the only insurance for dry and oily skin is skincare products that consistently offer effective skin protection. To protect dry and oily skin, make the smart choice, because the choice is yours, and it's simple.</p>
               <a class=""btn-main"" href=""#"">View Our Products &nbsp;&nbsp;&nbsp;<i class=""fas fa-angle-right fa-lg""></i></a>
            </div>
         </div>
      </section>",0
65129997,"const SearchMusic = ({keyword, setKeyword}) => {

    const BarStyling = {width: ""20rem"", background: ""#F2F1F9"", border: ""none"", padding: ""0.5rem""};

    return (
        <input
            type=""text""
            style={BarStyling}
            key='random1'
            value={keyword}
            placeholder={'Search a song'}
            onChange={(e => setKeyword(e.target.value))}
        />
    );
};
",0
65159982,"function textVerify(item) {

  var word = document.getElementById(($('#questionNumber').text() + 'a'));

  if (item.value.toUpperCase() === $(word).text().toUpperCase()) {
    item.style.color = ""green"";
    $(item).replaceWith(""<div style='color:green;'>"" + $(word).text() + ""</div>"");
    //main()
  } else {
    item.style.color = ""black"";
  }
}",0
65119203,"foreach(var item in Model){
  <form>
    <input type=""text"" id=""id"" name=""id"" value=""item.id""/>
    <input type=""button"" class=""btn"" data-id=""item.id"" name=""submit"" value=""Delete""/>
  </form>
}

<script>
  $("".btn"").click(function(){
    // alert the id value
    alert($(this).attr(""data-id""))
  });
</script>
",0
65133157,"const copyTextToClipboard = (text) => {
  const textArea = document.createElement('textarea')

  //
  // *** This styling is an extra step which is likely not required. ***
  //
  // Why is it here? To ensure:
  // 1. the element is able to have focus and selection.
  // 2. if element was to flash render it has minimal visual impact.
  // 3. less flakyness with selection and copying which **might** occur if
  //    the textarea element is not visible.
  //
  // The likelihood is the element won't even render, not even a flash,
  // so some of these are just precautions. However in IE the element
  // is visible whilst the popup box asking the user for permission for
  // the web page to copy to the clipboard.
  //

  // Place in top-left corner of screen regardless of scroll position.
  textArea.style.position = 'fixed'
  textArea.style.top = '0'
  textArea.style.left = '0'

  // Ensure it has a small width and height. Setting to 1px / 1em
  // doesn't work as this gives a negative w/h on some browsers.
  textArea.style.width = '2em'
  textArea.style.height = '2em'

  // We don't need padding, reducing the size if it does flash render.
  textArea.style.padding = 0

  // Clean up any borders.
  textArea.style.border = 'none'
  textArea.style.outline = 'none'
  textArea.style.boxShadow = 'none'

  // Avoid flash of white box if rendered for any reason.
  textArea.style.background = 'transparent'

  textArea.value = text

  document.body.appendChild(textArea)

  textArea.select()

  try {
    const successful = document.execCommand('copy')
    const msg = successful ? 'successful' : 'unsuccessful'
    console.log('Copying text command was ' + msg)
  } catch (err) {
    console.log('Oops, unable to copy')
  }

  document.body.removeChild(textArea)
}
",0
65144743,"const defaults = (project: string) => {
  return {
    name: basename(cwd()),
    project,
    path: ""."",
    ignore: defaultIgnores(project).ignore,
  };
};

export let config: any = {
  version,
};

export const initializeConfig = (project: string, ...args: boolean[]) => {
  prompt([
    {
      type: ""input"",
      name: ""name"",
      message: ""What is the name of the project?"",
      default: defaults(project).name,
      when: () => args.every((arg) => arg === false),
    },
    {
      type: ""list"",
      name: ""project"",
      message: ""What is the type of the project?"",
      choices: [""Node"", ""Python""],
      default: defaults(project).project,
      when: () => args.every((arg) => arg === false),
    },
  ])
    .then((answers: Answers) => {
      const { name, project: projectName } = defaults(project);

      config = setConfig({ name: answers.name || name });
      config = setConfig({ project: answers.project || projectName });
    })
    .then(() =>
      prompt([
        {
          type: ""input"",
          name: ""path"",
          message: ""Where is your project root located?"",
          default: defaults(project).path,
          when: () => args.every((arg) => arg === false),
        },
        {
          type: ""input"",
          name: ""ignore"",
          message: ""What do you want to ignore? (comma separated)"",
          default: defaults(project).ignore,
          when: () => args.every((arg) => arg === false),
        },
      ]).then((answers: Answers) => {
        const { ignore, path } = defaults(project);

        config = setConfig(
          ignoreFiles(config.project, (answers.ignore || ignore)!)
        );
        createConfig(answers.path || path, config);
      })
    );
};
",0
65122266,"const handlestartChange = (date) => {
  setStartDate(date);
};
const handleendChange = (date) => {
  setEndDate(date);
};
const applyDateFilter = () => {
  const newLabels = [],
    newDatas = [];
  initialLevelsArr.forEach((item, index) => {
    if (item >= startDate && item <= endDate) {
      newLabels.push(item);
      newDatas.push(initialData[index]);
    }
  });
  setLabels(newLabels);
  setDatas(newDatas);
};
",0
65138229,"await new Promise((resolve) => {
  page.on('request', async (request) => {
    if(request.url().includes(baseUrl)){
      const downloadUrl = fixUrl(request.url());
      const info = await getSongInfo(page);
      downloadSong(downloadUrl, info.title);
      await tagSong(info);
      await request.abort();
      await page.close();
      resolve();
    } else {
      request.continue();
    }
  });
})
",0
65145507,"const meals = [
    { calorie: 10,
      diet: 'Chicken',
      day: 1
    },
    { calorie: 15,
      diet: 'Soya',
      day: 2
    },
    { calorie: 20,
       diet: 'Chicken',
       day: 3
    },
    { calorie: 25,
        diet: 'Soya',
        day: 4
      }
  ];
const res = meals.reduce((acc,{calorie, diet})=>
     (acc[diet]=(acc[diet] || 0) + calorie, acc),{});
for(const key in res){
  console.log(key,'=',res[key]);
}",0
